,journey_id,channels_agg,converted_agg,conversion_value,time_till_conv_agg,attribution_last_click_heuristic,attribution_first_click_heuristic,attribution_position_based_0.3_0.3_0.4_heuristic,attribution_time_decay0.6_freq7_heuristic,attribution_markov_algorithmic,num_touchpoints,run_date,conversion_window
238,id:f797e0a5-0422-43c0-a65c-a36b65a54d8e_J:0,direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | email | email | UK morning headlines | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | email | email | UK morning headlines | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | email | email | UK morning headlines | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | email | email | UK morning headlines | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | email | email | UK morning headlines | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | email | email | UK morning headlines | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | email | email | UK morning headlines | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | email | email | UK morning headlines | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > email | email | email | Instant alert Email | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > email | email | email | Instant alert Email | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | email | email | UK morning headlines | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > email | email | email | UK morning headlines | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | email | email | UK morning headlines | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | email | email | UK morning headlines | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | email | email | UK morning headlines | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | search | google | Google | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > organic | search | google | Google | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > email | email | email | Instant alert Email | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > direct | direct | direct | direct | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly > email | email | email | Instant alert Email | Mobile Phone | UNITED KINGDOM | registered_incl_ex_subscribers | Premium Monthly,True,1,1841.0 > 1661.0 > 1661.0 > 1349.0 > 1349.0 > 1229.0 > 1229.0 > 1012.0 > 1012.0 > 990.0 > 990.0 > 894.0 > 894.0 > 846.0 > 846.0 > 772.0 > 508.0 > 508.0 > 506.0 > 506.0 > 293.0 > 293.0 > 221.0 > 221.0 > 221.0 > 221.0 > 125.0 > 125.0 > 75.0 > 75.0 > 67.0 > 56.0 > 26.0 > 24.0 > 24.0 > 0.0,0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 1,1 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0 > 0,0.3 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.008823529411764706 > 0.4,2.6704531288888854e-59 > 1.5654977572261259e-53 > 1.5654977572261259e-53 > 1.5060735537971292e-43 > 1.5060735537971292e-43 > 8.897641963639224e-40 > 8.897641963639224e-40 > 6.707893582139855e-33 > 6.707893582139855e-33 > 3.105506288027715e-32 > 3.105506288027715e-32 > 3.962916371089364e-29 > 3.962916371089364e-29 > 1.4156508527268153e-27 > 1.4156508527268153e-27 > 2.341227685254675e-25 > 6.305160359276949e-17 > 6.305160359276949e-17 > 6.305160359276949e-17 > 6.305160359276949e-17 > 4.753432974848261e-10 > 4.753432974848261e-10 > 7.861309064506179e-08 > 7.861309064506179e-08 > 7.861309064506179e-08 > 7.861309064506179e-08 > 0.00010031765354985084 > 0.00010031765354985084 > 0.0035835924479113396 > 0.0035835924479113396 > 0.005972654079852232 > 0.009954423466420384 > 0.12801470507227863 > 0.12801470507227863 > 0.12801470507227863 > 0.5926606716309196,0.03708165950662493 > 0.03708165950662493 > 0.021617320326197488 > 0.03708165950662493 > 0.021617320326197488 > 0.03708165950662493 > 0.021617320326197488 > 0.021617320326197488 > 0.03708165950662493 > 0.021617320326197488 > 0.03708165950662493 > 0.03708165950662493 > 0.021617320326197488 > 0.03708165950662493 > 0.021617320326197488 > 0.03708165950662493 > 0.03708165950662493 > 0.021617320326197488 > 0.03708165950662493 > 0.012153033388745283 > 0.012153033388745283 > 0.03708165950662493 > 0.021617320326197488 > 0.03708165950662493 > 0.004547843374128335 > 0.021617320326197488 > 0.021617320326197488 > 0.03708165950662493 > 0.021617320326197488 > 0.03708165950662493 > 0.028521983771948332 > 0.028521983771948332 > 0.03708165950662493 > 0.012153033388745283 > 0.03708165950662493 > 0.012153033388745283,36,2024-07-10,90
